ut,mean_altitude,surf_speed,g_force,aoa,aerodynamic_force,dynamic_pressure,highest_skin_temp,highest_skin_temp_part,critical_skin_temp,critical_skin_temp_part,ablator,atmosphere_density,mass,dry_mass,thurst
26562854.035905953,128.5922947768122,20.329879795048008,1.5220612287521362,-0.004635463003069162,5762.825486060612,233.3836669921875,309.17295043259037,"Size3EngineCluster",302.2450992152888,"largeSolarPanel",0.0,1.1292999982833862,1003728.25,175797.140625,15004248.0
26562855.255905926,157.34300904208794,26.716793847410678,1.5317583084106445,-0.0033114049583673477,9963.783957883274,401.65380859375,311.20583564020654,"Size3EngineCluster",302.4213590624871,"largeSolarPanel",0.0,1.1253430843353271,997409.3125,175797.140625,15009159.0
26562856.3959059,191.31403638643678,32.791880273584894,1.540939211845398,-0.004428092390298843,15002.29320201954,602.5889892578125,312.6620749490077,"Size3EngineCluster",302.6115760509467,"largeSolarPanel",0.0,1.1206856966018677,991504.6875,175797.140625,15014930.0
26562857.495905876,230.71459401980974,38.753255547767075,1.5499049425125122,-0.005338891409337521,20915.97628707802,837.5718383789062,313.6949687197829,"Size3EngineCluster",302.7656597062404,"largeSolarPanel",0.0,1.115201711654663,985703.625,175797.140625,15021709.0
26562858.63590585,278.52712777943816,45.03594871090619,1.5593067407608032,-0.004960444290190935,28159.22582451058,1124.5924072265625,314.7756651790374,"strutConnector",302.8921273423866,"largeSolarPanel",0.0,1.1088142395019531,979902.5625,175797.125,15029577.0
26562859.735905826,331.50944936159067,51.20047047130916,1.568483829498291,-0.0035736330319195986,36240.18409669238,1444.1761474609375,315.65800882418694,"strutConnector",302.9775708397172,"largeSolarPanel",0.0,1.10152268409729,974101.5,175797.140625,15038522.0
26562860.8359058,391.32950018008705,57.46680471066715,1.5777627229690552,-0.0025864404160529375,45408.83413841188,1813.0587158203125,316.3024189782821,"strutConnector",303.01768741266636,"largeSolarPanel",0.0,1.093482494354248,968404.0,175797.140625,15048343.0
26562861.995905776,461.9441533444915,64.18670074802145,1.5876559019088745,-0.002999113639816642,56467.2230517604,2241.62841796875,316.7522590653719,"strutConnector",303.0003285614131,"largeSolarPanel",0.0,1.084064245223999,962395.75,175797.125,15059783.0
26562863.11590575,539.0016586141428,70.78516254928903,1.5974856615066528,-0.004271835088729858,68138.7549423933,2700.323486328125,317.02726396459445,"strutConnector",302.9131841045635,"largeSolarPanel",0.0,1.074061632156372,956594.6875,175797.140625,15071861.0
26562864.215905726,619.1256611690624,77.37262177755638,1.6068955659866333,-0.0050046793185174465,80464.73710790148,3184.16845703125,317.15651863424785,"strutConnector",302.75687316707257,"largeSolarPanel",0.0,1.0633755922317505,950897.25,175797.140625,15084683.0
26562865.3359057,709.6573766071815,84.19000783681946,1.616755723953247,-0.004610481671988964,94333.77655136368,3728.48876953125,317.37871601098277,"strutConnector",302.52553692038003,"largeSolarPanel",0.0,1.051845908164978,945199.875,175797.125,15098422.0
26562866.455905676,809.7131683700718,91.11995479284857,1.6268987655639648,-0.003974895924329758,109558.02156843166,4326.1982421875,317.5721287478296,"strutConnector",302.2077932648105,"largeSolarPanel",0.0,1.0390191078186035,939295.1875,175797.140625,15113591.0
26562867.55590565,911.9820415673312,98.03710143353862,1.6366082429885864,-0.003956326749175787,124984.3665591078,4932.046875,317.66697936794657,"strutConnector",301.8165446260663,"largeSolarPanel",0.0,1.0260573625564575,933701.3125,175797.125,15128798.0
26562868.655905627,1023.7465368892299,105.06566422409337,1.6466164588928223,-0.004766424186527729,141432.33570151444,5587.41259765625,317.6820327632057,"strutConnector",301.610484923471,"sensorGravimeter",0.0,1.012061595916748,928003.8125,175797.125,15145084.0
26562869.755905602,1143.293710119673,112.17550506506393,1.6511099338531494,-0.008786248974502087,232953.4278885536,6276.31640625,317.6215267967093,"strutConnector",301.6104467080509,"sensorGravimeter",0.0,0.9972839951515198,922303.625,175797.125,15162133.0
26562870.895905577,1277.7525847596116,119.34392851033492,1.651908278465271,-0.015356055460870266,427447.64666240406,7001.64208984375,317.48037624632315,"strutConnector",301.61040825091004,"sensorGravimeter",0.0,0.9808971881866455,916293.25,175797.140625,15180891.0
26562871.995905552,1410.2013208313147,125.77070048519094,1.6780215501785278,-0.05497695505619049,621790.3850982648,7634.62939453125,317.2819239464606,"strutConnector",301.6103736324068,"sensorGravimeter",0.0,0.9649932384490967,910697.4375,175797.140625,15198964.0
26562873.115905527,1553.7479484330397,131.57515678401384,1.7448501586914062,-0.16276447474956512,810574.7216998828,8208.7060546875,317.0270746520517,"strutConnector",301.6103401167968,"sensorGravimeter",0.0,0.948018491268158,904894.75,175797.140625,15218113.0
26562874.235905502,1701.488517966005,136.8210940513735,1.8057771921157837,-0.3577447533607483,916890.3427928924,8715.416015625,316.7354873777682,"strutConnector",301.6103077964632,"sensorGravimeter",0.0,0.9308266043663025,899091.625,175797.140625,15237314.0
26562875.355905477,1853.9157016591635,142.46066031692249,1.7857931852340698,-0.6862348914146423,897373.1464322192,9286.3212890625,316.4086131121199,"strutConnector",301.61027660052815,"sensorGravimeter",0.0,0.9133801460266113,893184.8125,175797.140625,15256529.0
26562876.415905453,1994.1557275472442,148.7940894185909,1.7663215398788452,-1.0279184579849243,877964.0940879447,9939.4619140625,316.0739383331911,"strutConnector",301.6102478166374,"sensorGravimeter",0.0,0.897584080696106,887796.625,175797.125,15273749.0
26562877.47590543,2137.865785058704,155.95361239919174,1.75142240524292,-1.3487643003463745,860191.3257653235,10725.1337890625,315.70261023771644,"strutConnector",301.61021976887696,"sensorGravimeter",0.0,0.8816469311714172,882305.5625,175797.125,15290963.0
26562878.515905406,2279.2485843386967,163.77699806807118,1.729771375656128,-1.670856237411499,771934.7181409968,11621.0869140625,315.30664305689885,"strutConnector",301.61019290082794,"sensorGravimeter",0.0,0.8662094473838806,876916.875,175797.125,15307446.0
26562879.67590538,2438.211223856313,173.70496219825026,1.7258033752441406,-1.6419923305511475,669405.4562627057,12815.05859375,314.8186128340034,"strutConnector",301.6101635473583,"sensorGravimeter",0.0,0.8491334319114685,870908.125,175797.140625,15325503.0
26562880.775905356,2591.017460091505,183.9246851603676,1.7413561344146729,-0.8009790778160095,568059.6665418696,14118.919921875,314.2934566668561,"strutConnector",301.6101363951822,"sensorGravimeter",0.0,0.8327004313468933,865106.625,175797.125,15342727.0
26562881.85590533,2743.3884465682786,194.6684092166986,1.765696406364441,-0.16626125574111938,432843.87435654184,15516.12890625,313.7429163344592,"strutConnector",301.6101103459316,"sensorGravimeter",0.0,0.8168693780899048,859512.0,175797.125,15359154.0
26562882.995905306,2907.4890815565595,206.70207661759093,1.7897964715957642,0.21681784093379974,396978.1897083418,17105.173828125,313.1078730738879,"strutConnector",301.6100939691238,"sensorGravimeter",0.0,0.8004013895988464,853710.5625,175797.140625,15376083.0
26562884.09590528,3069.612876131432,218.6165687187485,1.7895132303237915,0.16113115847110748,504740.2874668047,18745.125,312.47938931719455,"strutConnector",301.6100867787311,"sensorGravimeter",0.0,0.7841296195983887,848012.6875,175797.140625,15392680.0
26562885.215905257,3238.4668959437404,231.014736014077,1.7914752960205078,-0.07267265766859055,638571.040110669,20487.31640625,311.83649684227333,"strutConnector",301.61008501986464,"sensorGravimeter",0.0,0.7674803733825684,842210.6875,175797.140625,15409504.0
26562886.315905232,3408.282108577667,243.2085862934729,1.7899802923202515,0.25599732995033264,856475.6756083233,22220.931640625,311.25265463354526,"strutConnector",301.61007978785,"sensorGravimeter",0.0,0.7507357001304626,836408.8125,175797.15625,15426248.0
26562887.455905207,3589.4621513386955,255.78698001060886,1.796589970588684,0.7257522940635681,1024349.7386640052,24015.626953125,310.7149477062011,"strutConnector",301.6100738798435,"sensorGravimeter",0.0,0.7338159680366516,830606.8125,175797.140625,15443030.0
26562888.555905182,3769.8097275556065,268.0160085421154,1.8023775815963745,1.0667587518692017,1159303.3446839275,25763.04296875,310.17992378052173,"strutConnector",301.6100670211465,"sensorGravimeter",0.0,0.7170007228851318,824909.125,175797.140625,15459560.0
26562889.655905157,3955.9600004542153,280.2485931104128,1.808820128440857,1.3368531465530396,1245177.1789750329,27500.083984375,309.8376293315072,"strutConnector",301.61005774387445,"sensorGravimeter",0.0,0.6999773979187012,819210.4375,175797.109375,15476148.0
26562890.755905133,4147.9450816432945,292.5678969972834,1.813049554824829,1.646348476409912,1406523.5784320773,29234.529296875,311.105215978129,"strutConnector",301.61005234859374,"sensorGravimeter",0.0,0.6827672123908997,813512.0,175797.109375,15492759.0
26562891.83590511,4342.141802948434,304.63999509054634,1.7933788299560547,2.01324462890625,1657103.3904387113,30905.443359375,313.68712931963177,"strutConnector",301.6100416151571,"sensorGravimeter",0.0,0.6653918623924255,807813.8125,175797.15625,15509381.0
26562892.935905084,4545.444962606649,316.7174287955327,1.771782398223877,2.001826763153076,2002329.4371595876,32527.384765625,316.93676931446674,"strutConnector",301.6100342825506,"sensorGravimeter",0.0,0.6482189297676086,802218.625,175797.15625,15525644.0
26562894.03590506,4754.545964389923,328.61547502433814,1.781901240348816,0.8424831032752991,2225388.8186005745,34066.7265625,320.19284619193604,"strutConnector",309.8250540635201,"largeSolarPanel",0.0,0.6306133270263672,796519.25,175797.140625,15542150.0
26562895.115905035,4966.221590374247,339.86409986347195,1.782902717590332,1.452985167503357,2485825.5437963875,35456.7578125,321.3822388463701,"strutConnector",308.79331320252714,"largeSolarPanel",0.0,0.6128528714179993,790819.0,175797.125,15558647.0
26562896.25590501,5196.507578150369,351.97386144108765,1.75690758228302,2.215717315673828,2584437.9581622477,36878.0859375,322.03688107410704,"strutConnector",307.67830487488817,"largeSolarPanel",0.0,0.5943131446838379,784913.1875,175797.140625,15575708.0
